en,ru,sah,dataset,en_char_len,en_word_len,ru_char_len,ru_word_len,sah_char_len,sah_word_len,en_ru_char_ratio,en_ru_word_ratio,en_sah_char_ratio,en_sah_word_ratio,ru_sah_char_ratio,ru_sah_word_ratio
"The most successful in his sports career was 1986, when he won the USSR championship, goodwill games and the world championship.","На Олимпиаде 1904 года в Сент-Луисе Бредшоу соревновался только в категории до 61,2 кг[1].","1986 сыл киниэхэ хаһааҥҥытааҕар даҕаны ситиһиилээхтик ааспыта -- ССРС, Аан дойду чөмпүйэнээттэригэр, Үтүө санаа оонньууларыгар бастаабыта.",wikimedia,128,21,90,18,138,16,0.703125,0.8571428571428571,1.078125,0.7619047619047619,1.5333333333333334,0.8888888888888888
"After the end of the sports career, he took up coaching activities, is part of the coaching headquarters of the Russian team in freestyle wrestling.","Он выиграл у Теодора Мак-Лира в финале, выиграв золотую медаль.",Усуорка карьератын түмүктээн баран тириэньэр үлэтигэр ылсыбыта. Билигин кини Арассыыйа көҥүл тустууга тириэньэрдэрин ыстаабыгар киирсэр.,wikimedia,148,25,63,12,136,15,0.42567567567567566,0.48,0.918918918918919,0.6,2.1587301587301586,1.25
"The most famous students of Vladimir Modosyan are the champion of Russia, the medalist of the World Cup Albert Saritov [2] and two -time world champion Viktor Lebedev [3].",Примечания,"Владимир Модосян саамай биллэр, ситиһиилээх иитиллээччилэрэ -- Арассыыйа чөмпүйүөнэ, Аан дойду чөмпүйэнээтин призера Альберт Саритов[2] уонна Арассыыйа алта, Аан дойду икки төгүллээх чөмпүйүөнэ Виктор Лебедев[3].",wikimedia,171,29,10,1,212,25,0.05847953216374269,0.034482758620689655,1.239766081871345,0.8620689655172413,21.2,25.0
Notes,Ссылки,Бэлиэтээһиннэр,wikimedia,5,1,6,1,14,1,1.2,1.0,2.8,1.0,2.3333333333333335,1.0
Links,"Владимир Гегамович Модосян (род. 16 июня 1958, Гори, Грузинская ССР) — советский борец вольного стиля, двукратный чемпион СССР (1986 и 1987) и призёр чемпионатов Европы (1982 и 1987), обладатель Кубка мира (1985), чемпион мира (1986), победитель Игр доброй воли (1986).",Сыылкалар,wikimedia,5,1,269,60,9,1,53.8,60.0,1.8,1.0,0.03345724907063197,0.016666666666666666
"Mikhail Gerazievich Mamiashvili (November 21, 1963 (19631121), Konotop, Sumy Region, Ukrainian SSR, USSR)-Soviet Greco-Roman style wardrobe, Olympic champion, Honored Master of Sports of the USSR (1988), Honored Coach of the USSR and Russia (1992), President of the Federation of Fores of Russia (FSBR).",Заслуженный мастер спорта СССР (1986).,"Михаил Гера́зиевич Мамиашви́ли (1963 сыл, сэтинньи 21 күнэ, Конотоп, Сумскай уобалас, Украинска ССР, ССРС) — греко-римскэй истииллээх сэбиэскэй тустуук, Олимпиада чөмпүйүөнэ, ССРС Успуордун үтүөлээх маастара (1988), ССРС уонна Арассыыйа үтүөлээх тириэньэрэ (1992), Арассыыйа спортивнай тустууга федерациятын бэрэсидьиэнэ (ФСБР).",wikimedia,303,43,38,8,328,38,0.1254125412541254,0.18604651162790697,1.0825082508250825,0.8837209302325582,8.631578947368421,4.75
Biography,Заслуженный тренер России (2011)[1].,Биографията,wikimedia,9,1,36,10,11,1,4.0,10.0,1.2222222222222223,1.0,0.3055555555555556,0.1
"Mikhail Mamiashvili was born on November 21, 1963 in the town of Konotop Sumy Region in Ukraine.",Биография,Михаил Мамиашвили 1963 сыллахха сэтинньи 21 Украина Сумскай уобалаһын Конотоп куоратыгар төрөөбүт.,wikimedia,96,17,9,1,98,12,0.09375,0.058823529411764705,1.0208333333333333,0.7058823529411765,10.88888888888889,12.0
Father - Mamiashvili Gerazy Archilovich (1937-1997).,Владимир Модосян начал заниматься вольной борьбой в 1968 году.,Аҕата — Мамиашвили Герази Арчилович (1937—1997).,wikimedia,52,6,62,10,48,6,1.1923076923076923,1.6666666666666667,0.9230769230769231,1.0,0.7741935483870968,0.6
Mom - Mamiashvili Vera Grigoryevna (1938).,В 1975 году переехал в Красноярск и начал тренироваться под руководством заслуженного тренера СССР Дмитрия Миндиашвили.,Ийэтэ — Мамиашвили Вера Григорьевна (1938 с.т.).,wikimedia,42,6,119,17,48,7,2.8333333333333335,2.8333333333333335,1.1428571428571428,1.1666666666666667,0.40336134453781514,0.4117647058823529
There from the age of 13 and began struggle.,С 1982 по 1987 год Владимир Модосян входил в состав национальной сборной СССР по вольной борьбе.,Михаил тустуунан Конотопка олорон 13 сааһыттан дьарыктанан барбыт.,wikimedia,44,9,96,17,66,8,2.1818181818181817,1.8888888888888888,1.5,0.8888888888888888,0.6875,0.47058823529411764
"In 1978 he moved to Moscow, where he continued to fight at the Wrestling Center of the Olympic training “Labor Reserves” under the direction of coach E. K. Zydikhanov.","Наиболее успешным в его спортивной карьере стал 1986 год, когда он победил на чемпионате СССР, Играх доброй воли и чемпионате мира.","1978 сыллахха Москубаҕа көһөн кэлбит уонна Э.К. Задыханов салалтатынан ""Трудовые резеры"" тустууктары Олимпиадаҕа бэлэмниир кииҥҥэ дьарыктанан саҕалаабыт.",wikimedia,167,29,131,24,153,17,0.7844311377245509,0.8275862068965517,0.9161676646706587,0.5862068965517241,1.16793893129771,0.7083333333333334
"He played for the Sports Society ""Labor Reserves"".","После завершения спортивной карьеры занялся тренерской деятельностью, входит в тренерский штаб сборной России по вольной борьбе.","""Трудовые резервы"" успуорт уопсастыба аатыттан туста сылдьыбыта.",wikimedia,50,8,128,18,64,7,2.56,2.25,1.28,0.875,0.5,0.3888888888888889
"In 1982 he won the All -Union Games of Youth, in 1983 - the Spartakiad of the Peoples of the USSR, the World Cup among juniors, the USSR championship.","Наиболее известными учениками Владимира Модосяна являются чемпион России, призёр чемпионата мира Альберт Саритов[2] и двукратный чемпион мира Виктор Лебедев[3].","1982 сыллаахха Бүтүн Сойуустааҕы ыччаттар оонньууларын кыайбыта, 1983 -- ССРС Норуоттарын спартакиадатын, Аан дойду юниордарга чөмпүйэнээтин, ССРС чөмпүйэнээтин.",wikimedia,150,29,160,27,161,18,1.0666666666666667,0.9310344827586207,1.0733333333333333,0.6206896551724138,1.00625,0.6666666666666666
"In 1983, in Kyiv, he became the world champion in the fight, being the youngest participant was recognized as the most technical fighter of the championship [1].",Примечания,"1983 сыллаахха Киевка тустууга Аан дойду чөмпүйүөнэ буолбута уонна чөмпүйэнээт саамай эдэр, техничнай бөҕөһө ааты ылбыта[1].",wikimedia,161,27,10,1,124,16,0.062111801242236024,0.037037037037037035,0.7701863354037267,0.5925925925925926,12.4,16.0
At the 1988 Olympic Games in Seoul fought in the category up to 82 kilograms.,Ссылки,1988 сыллаахха Сеулга ыытыллыбыт Олимпия оонньууларыгар 82 киилэҕэ диэри ыйааһыҥҥа тустубута.,wikimedia,77,15,6,1,93,11,0.07792207792207792,0.06666666666666667,1.2077922077922079,0.7333333333333333,15.5,11.0
In contractions:,"Михаил Гера́зиевич Мамиашви́ли (21 ноября 1963(19631121), Конотоп, Сумская область, Украинская ССР, СССР) — советский борец греко-римского стиля, Олимпийский чемпион, Заслуженный мастер спорта СССР (1988), Заслуженный тренер СССР и России (1992), президент Федерации спортивной борьбы России (ФСБР).",Киирсиилэргэ:,wikimedia,16,2,299,56,13,1,18.6875,28.0,0.8125,0.5,0.043478260869565216,0.017857142857142856
"In the first round in the 5th minute, behind a clear advantage with a score of 15-0, he won by Ubaldo Rodriguez (Puerto Rico);In the second round, in the 5th minute, Ernesto Ratszino (Italy) won due to passive wrestling the enemy;In the third circle in the 6th minute he lost to Bogdan Darash (Poland) due to passive struggle;In the fourth round, in points with a score of 11-0, he won Bullman (Germany);In the fifth round, in points with a score of 6-3, he won by Goran Kasum (Yugoslavia);In the sixth circle, in points with a score of 8-0, I won Kim Song Gu (South Korea) and went to the final;",Биография,бастакы эргиир 5-с мүнүүтэтигэр Убальдо Родригеһы (Пуэрто-Рико) 15-0 ахсаанынан кыайбыта; иккис эргиир 5-с мүнүүтэтигэр Эрнесто Рацциноны (Италия) кыайбыта. Рацционо көҕө суохтук тустубутун суотугар; үһүс эргиир 6-с мүнүүтэтигэр көҕө суохтук тустан Богдан Дарашка (Польша) кыайтарбыта; төрдүс эргииргэ 11-0 ахсаанынан Майк Буллманы (Германия) кыайбыта; бэһис эргииргэ 6-3 ахсаанынан Горан Касуму (Югославия) кыайбыта; алтыс эргииргэ 8-0 ахсаанынан Ким Сон Гуну (Соҕуруу Кэриэйэ) кыайан финалга тахсыбыта;,wikimedia,596,110,9,1,504,62,0.015100671140939598,0.00909090909090909,0.8456375838926175,0.5636363636363636,56.0,62.0
"In the final, by scores with a score of 10-1, he won by Tibor Komaromi (Hungary) and became the Olympic champion [2].",Михаил Мамиашвили родился 21 ноября 1963 года в городке Конотопе Сумской области на Украине.,"Финалга Тибор Комаромины (Венгрия) 10-1 ахсаанынан кыайан, Олимпиада чөмпүйүөнэ буолбута[2].",wikimedia,117,22,92,15,92,10,0.7863247863247863,0.6818181818181818,0.7863247863247863,0.45454545454545453,1.0,0.6666666666666666
"He graduated from the courses of instructors in highly qualified sports at the Military Institute of Physical Culture, the Omsk State Institute of Physical Culture (1990) [4].",Отец — Мамиашвили Герази Арчилович (1937—1997).,Михаил Мамиашвили Омскайдаҕы Физическэй култуура судаарыстыбаннай институтун уонна Физическэй култуура байыаннай институтун успуорт устурууктардарын кууруһун бүтэрбитэ (1990)[4].,wikimedia,175,27,47,9,178,17,0.26857142857142857,0.3333333333333333,1.0171428571428571,0.6296296296296297,3.7872340425531914,1.8888888888888888
"Since 1991, having completed his career, the head coach of the Russian national team in the Greco-Roman wrestling.",Мама — Мамиашвили Вера Григорьевна (1938 г.рожд.).,"С 1991 сыллаахха карьерартын түмүктээбитин кэннэ, Арассыыйа греко-римскай тустуутугар сүүмэрдэммит хамаандатын сүрүн тириэньэринэн анаммыта.",wikimedia,114,18,50,13,140,14,0.43859649122807015,0.7222222222222222,1.2280701754385965,0.7777777777777778,2.8,1.0769230769230769
The head coach of the United CIS team at the 1992 Olympics in 1998-2002 is the head of the Central Sports Club of the Army.,Там с 13 лет и начал занятия борьбой.,1992 сыллааҕы Олимпиадаҕа СНГ Холбоһуктаах хамаандаларын сүрүн тириэньэрэ. 1998-2002 сыллардаахха -- ЦСКА начаалынньыга.,wikimedia,123,25,37,9,120,13,0.3008130081300813,0.36,0.975609756097561,0.52,3.2432432432432434,1.4444444444444444
"Since 1995-Vice-President of the Russian Wrestling Federation, since 2001-President of the Russian Federation of Russian.","В 1978 году переехал в Москву, где продолжил занятия борьбой в борцовском центре олимпийской подготовки «Трудовые резервы» под управлением тренера Э. К. Задыханова.",1995 сылтан -- Арассыыйа спортивнай тустуугу федерациятын вице-бэрэсидьиэнэ. 2001 сыллаахтан — Арассыыйа спортивнай тустууга федерациятын бэрэсидьиэнэ.,wikimedia,121,15,164,29,151,16,1.3553719008264462,1.9333333333333333,1.2479338842975207,1.0666666666666667,0.9207317073170732,0.5517241379310345
Member of the Bureau of the International Federation of Amateur Wrestling (Fila).,Выступал за спортивное общество «Трудовые резервы».,Тустууну таптааччылар Норуоттар икки ардыларынааҕы федерацияларын (FILA) бүрүөтүн чилиэнэ.,wikimedia,81,12,51,9,90,9,0.6296296296296297,0.75,1.1111111111111112,0.75,1.7647058823529411,1.0
"Member of the Executive Committee of the National Olympic Committee of Russia, since 2001 vice president of the Olympic Committee of Russia [5].","В 1982 году выиграл Всесоюзные игры молодёжи, в 1983 — Спартакиаду народов СССР, чемпионат мира среди юниоров, чемпионат СССР.",Арассыыйа Национальнай Олимпийскай кэмитиэтин ситэриилээх кэмитиэтин чилиэнэ. 2001 сылтан -- Арассыыйа Олимпийскай кэмитиэтин вице-бэрэсидьиэнэ[5].,wikimedia,144,23,126,23,147,14,0.875,1.0,1.0208333333333333,0.6086956521739131,1.1666666666666667,0.6086956521739131
"In September 2015, Mamiashvili was refused to obtain a US visa [6].","В 1983 году в Киеве он стал чемпионом мира по борьбе, будучи самым молодым участником был признан самым техничным борцом чемпионата[1].",2015 сыл балаҕан ыйыгар Мамиашвилига АХШка киирэр визани биэрэри аккаастаабыттара[6].,wikimedia,67,12,135,26,85,10,2.014925373134328,2.1666666666666665,1.2686567164179106,0.8333333333333334,0.6296296296296297,0.38461538461538464
Personal life,На Олимпийских играх 1988 года в Сеуле боролся в категории до 82 килограммов.,Тус олоҕо,wikimedia,13,2,77,14,9,2,5.923076923076923,7.0,0.6923076923076923,1.0,0.11688311688311688,0.14285714285714285
Lives in Moscow.,В схватках:,Москуба куоракка олорор.,wikimedia,16,3,11,3,24,3,0.6875,1.0,1.5,1.0,2.1818181818181817,1.0
"Married, has three daughters and a son, who was born in July 2012 [7].",в первом круге на 5-й минуте за явным преимуществом со счётом 15-0 выиграл у Убальдо Родригеса (Пуэрто-Рико); во втором круге на 5-й минуте выиграл у Эрнесто Раццино (Италия) ввиду пассивного ведения борьбы противником; в третьем круге на 6-й минуте проиграл Богдану Дарашу (Польша) ввиду пассивного ведения борьбы; в четвёртом круге по баллам со счётом 11-0 выиграл у Майка Буллмана (Германия); в пятом круге по баллам со счётом 6-3 выиграл у Горана Касума (Югославия); в шестом круге по баллам со счётом 8-0 выиграл у Ким Сон Гу (Южная Корея) и вышел в финал;,"Кэргэннээх, үс кыыстаах, 2012 сыл от ыйыгар төрөөбүт уоллаах[7].",wikimedia,70,14,561,110,64,9,8.014285714285714,7.857142857142857,0.9142857142857143,0.6428571428571429,0.1140819964349376,0.08181818181818182
Wife - Mamiashvili Margarita Vladimirovna (born in 1962).,В финале по баллам со счётом 10-1 выиграл у Тибора Комароми (Венгрия) и стал олимпийским чемпионом[2].,Ойоҕо — Мамиашвили Маргарита Владимировна (1962 с.т.).,wikimedia,57,8,102,22,54,7,1.7894736842105263,2.75,0.9473684210526315,0.875,0.5294117647058824,0.3181818181818182
"Children: Mamiashvili Tamara (born in 1984), Mamiashvili Tatiana (born in 1989), Mamiashvili Elizabeth (2000)","Окончил курсы инструкторов по спорту высшей квалификации при Военном институте физической культуры, Омский государственный институт физической культуры (1990)[4].","Оҕолоро: Мамиашвили Тамара (1984 с.т.), Мамиашвили Татиана (1989 с.т.), Мамиашвили Елизавета (2000 с.т.).",wikimedia,109,14,162,25,105,13,1.4862385321100917,1.7857142857142858,0.963302752293578,0.9285714285714286,0.6481481481481481,0.52
"In his free time, with great pleasure, he is engaged in a lover, as everyone is used to expressing himself, a dog named Lucky.","С 1991 года, завершив карьеру, главный тренер сборной России по греко-римской борьбе.",Иллэҥ кэмигэр Лаки диэн сөбүлүүр ытын кытары бодьуустаһар. Украина норуодунай ырыаларын сөбүлүүр.,wikimedia,126,24,85,15,97,12,0.6746031746031746,0.625,0.7698412698412699,0.5,1.1411764705882352,0.8
"He loves Ukrainian folk songs.The middle daughter, Tatiana, a graduate of MGIMO, is married to the son of Fedor Bondarchuk Sergey, in December 2012 they had a daughter Margarita, and in May 2014 - daughter Vera.",Главный тренер Объединённой команды СНГ на Олимпиаде 1992 года В 1998—2002 годах — Начальник Центрального спортивного клуба армии.,"Орто кыыһа Татиана МГИМОну бүтэрбитэ, аатырбыт режиссер Федор Бондарчук уола Сергей ойоҕо. Татианалаах Сергей 2012 сыл ахсынньытыгар Маргарита, оттон 2014 сыл ыам ыйыгар Вера диэн кыыстаммыттара.",wikimedia,211,36,130,19,195,26,0.6161137440758294,0.5277777777777778,0.9241706161137441,0.7222222222222222,1.5,1.368421052631579
Basic competitions and occupied places,"С 1995 года — вице-президент Федерации спортивной борьбы России, с 2001 года — Президент Федерации спортивной борьбы России.","Кыттыбыт сүрүн күрэхтэһиилэрэ, ылбыт миэстэлэрэ",wikimedia,38,5,124,20,47,5,3.263157894736842,4.0,1.236842105263158,1.0,0.3790322580645161,0.25
Date Tournament Employed Place 1983 World Cup among youth 1 1983 World Cup 1 1983 Spartakiad of peoples of the USSR 1 1984 Friendship-84 1 1984 USSR Championship 1 1984 European Championship 3 1985 European Championship 3 1985 World Cup 1 1985 World Cup 1European Championship 1 1988 Olympic Games 1 1988 Championship of the USSR 1 1989 European Championship 1 1989 World Cup 2 1990 Grand Prix 1 1990 World Cup 2,Член бюро Международной федерации любительской борьбы (FILA).,Сыла Турнира Миэстэтэ 1983 Ыччаттар аан дойдутааҕы чөмпүйэнээттэрэ 1 1983 Аан дойду чөмпүйэнээтэ 1 1983 ССРС Норуоттарын спартакиадата 1 1984 Дружба-84 1 1984 ССРС чөмпүйэнээтэ 1 1984 Дьобуруопа чөмпүйэнээтэ 3 1985 Дьобуруопа чөмпүйэнээтэ 3 1985 Аан дойду Муҥутуур чөмпүйэнээтэ 1 1985 Аан дойду чөмпүйэнээтэ 1 1985 Аан дойду кубога 1 1986 Дьобуруопа чөмпүйэнээтэ 1 1986 Аан дойду чөмпүйэнээтэ 1 1986 ФИЛА Гран-Прита 1 1988 Дьобуруопа чөмпүйэнээтэ 1 1988 Олимпия оонньуулара 1 1988 ССРС чөмпүйэнээтэ 1 1989 Дьобуруопа чөмпүйэнээтэ 1 1989 Аан дойду чөмпүйэнээтэ 2 1990 Гран-При 1 1990 Аан дойду чөмпүйэнээтэ 2,wikimedia,412,73,61,10,607,92,0.14805825242718446,0.136986301369863,1.4733009708737863,1.2602739726027397,9.950819672131148,9.2
Titles,"Член исполнительного комитета национального Олимпийского комитета России, с 2001 года вице-президент Олимпийского комитета России[5].",Аата-суола,wikimedia,6,1,133,19,10,1,22.166666666666668,19.0,1.6666666666666667,1.0,0.07518796992481203,0.05263157894736842
"The holder of the Golden Belt of the best fighter of the world (1986, 1988) Candidate of Pedagogical Sciences (1998) Military title - Colonel.",В сентябре 2015 года Мамиашвили было отказано в получении визы США[6].,"Аан дойду Бастыҥ тустуугун Кыһыл көмүс курун хаһаайына (1986, 1988) Педагогика билимин хандьыдаата (1998) Байыаннай солото -- полковник.",wikimedia,142,24,70,15,136,18,0.49295774647887325,0.625,0.9577464788732394,0.75,1.9428571428571428,1.2
Awards,Личная жизнь,Наҕараадалара,wikimedia,6,1,12,2,13,1,2.0,2.0,2.1666666666666665,1.0,1.0833333333333333,0.5
"Order “For Merits to the Fatherland” of the IV degree (2014) [9] Order of Honor (2011) - for merits in the development of physical culture and sports Order “Sign of Honor” (1985) Order of Friendship of Peoples (1989) Medal of the Order “For Merits to the Fatherland” of the I degree (2001) [10] Medal of the Order for the Fatherland of the II degree (1997) [11] Order “ForMerit ""III degree (Ukraine, 2012) [12].",Живёт в Москве.,"«Аҕа дойдуга өҥөлөрүн иһин» уордьан IV истиэпэнэ (2014)[9] Бочуот Уордьана (2011) — физкультура уонна успуорт сайдыытыгар өҥөлөрүн иһин «Бочуот Знага» уордьан (1985) Норуоттар Доҕордоһууларын уордьана (1989) «Аҕа дойдуга өҥөлөрүн иһин» уордьан мэтээлин I истиэпэнэ (2001)[10] «Аҕа дойдуга өҥөлөрүн иһин» уордьан мэтээлин II истиэпэнэ (1997)[11] «За заслуги» уордьан III истиэпэнэ (Украина, 2012)[12].",wikimedia,411,73,15,4,400,51,0.0364963503649635,0.0547945205479452,0.9732360097323601,0.6986301369863014,26.666666666666668,12.75
Honorary of the President of the Russian Federation (2013) [13],"Женат, имеет трёх дочерей и сына, который родился в июле 2012 года[7].",Арассыыйа Федерациятын Бэрэсидьиэнин Бочуоттаах кырамаатата (2013)[13],wikimedia,63,10,70,18,70,6,1.1111111111111112,1.8,1.1111111111111112,0.6,1.0,0.3333333333333333
Bibliography,Жена — Мамиашвили Маргарита Владимировна (1962 г. рожд.).,Библиографията,wikimedia,12,1,57,13,14,1,4.75,13.0,1.1666666666666667,1.0,0.24561403508771928,0.07692307692307693
"He is the author and co-author of many scientific and methodological works, including:","Дети: Мамиашвили Тамара (1984 г. рожд.), Мамиашвили Татиана (1989 г. рожд.), Мамиашвили Елизавета (2000 г. рожд.)","Үгүс билим-мэтиэдикэ үлэлэрин ааптара уонна кыттыгас ааптара, ол иһигэр:",wikimedia,86,13,113,31,72,9,1.313953488372093,2.3846153846153846,0.8372093023255814,0.6923076923076923,0.6371681415929203,0.2903225806451613
Notes,"В свободное время с огромным наслаждением занимается возлюбленной, как все привыкли выражаться, собакой по кличке Лаки.",Бэлиэтээһиннэр,wikimedia,5,1,119,19,14,1,23.8,19.0,2.8,1.0,0.11764705882352941,0.05263157894736842
"Ganzorigiyn Mandakhnaran, b.11 May 1986) - Mongolian fighter of free style, medalist of the world championships.","Любит украинские народные песни. Средняя дочь, Татиана, выпускница МГИМО, замужем за сыном Фёдора Бондарчука Сергеем, в декабре 2012 года у них родилась дочь Маргарита, а в мае 2014 года — дочь Вера.","Ганзоригийн Мандахнаран, 1986 сыллаахха ыам ыйын 11 күнүгэр төрөөбүт) — Монгуол тустууга, аан дойду чөмпүйэнээттэрин призера.",wikimedia,112,16,199,39,125,16,1.7767857142857142,2.4375,1.1160714285714286,1.0,0.628140703517588,0.41025641025641024
Born in 1986 in Zaubmod.,Основные соревнования и занятые места,1986 сыллаахха Зуунмодка төрөөбүт. 2010 сыллаахха Азия Оонньууларын чөмпүйүөнэ буолбута.,wikimedia,24,5,37,5,88,10,1.5416666666666667,1.0,3.6666666666666665,2.0,2.3783783783783785,2.0
"In 2010, he became the champion of Asian Games.",Дата Турнир Занятое место 1983 Чемпионат мира среди молодёжи 1 1983 Чемпионат мира 1 1983 Спартакиада народов СССР 1 1984 Дружба-84 1 1984 Чемпионат СССР 1 1984 Чемпионат Европы 3 1985 Чемпионат Европы 3 1985 Абсолютный чемпионат мира 1 1985 Чемпионат мира 1 1985 Кубок мира 1 1986 Чемпионат Европы 1 1986 Чемпионат мира 1 1986 Гран-при ФИЛА 1 1988 Чемпионат Европы 1 1988 Олимпийские игры 1 1988 Чемпионат СССР 1 1989 Чемпионат Европы 1 1989 Чемпионат мира 2 1990 Гран-при 1 1990 Чемпионат мира 2,"2013 сыллаахха Азия Оонньууларыгар үрүҥ көмүс мэтээли ылбыта, оттон Аан дойду чөмпүйэнээтигэр -- боруонсаны. 2014 сыллаахха Аан дойду чөмпүйэнээтигэр эмиэ үһүс миэстэ буолбута.",wikimedia,47,9,497,86,176,23,10.574468085106384,9.555555555555555,3.74468085106383,2.5555555555555554,0.35412474849094566,0.26744186046511625
"In 2013, he won the Silver Medal of the Asian Championship and the bronze medal of the World Cup.",Звания,"2016 сыллаахха Монголия көҥүл тустууга сүүмэрдэммит хамаандатыгар киирэн, Бразилия Рио-де-Жанейро куоратыгар ыытыллыбыт Олимпиада оонньууларыгар кыттыбыта. 65 киилэҕэ диэри ыйааһыннаах бөҕөстөргө финалга тахсан бастакы миэстэ иһин Узбекистан бөҕөһө Наврузовтыын киирсибитэ. Тустуу иккис түһүмэҕэр 7:6 ахсаанынан кыайан иһэн, киирсии бүтэрэ 10-ча сөкүүндэ хаалбытын кэннэ, кыайдым дии санаан үөрэн, утарылаһааччытыттан куотан, сэрэтии ылан кыайтарбыта.",wikimedia,97,19,6,1,451,51,0.061855670103092786,0.05263157894736842,4.649484536082475,2.6842105263157894,75.16666666666667,51.0
"In 2014, he again became the bronze medalist of the World Cup.","Обладатель Золотого пояса лучшего борца мира (1986, 1988) Кандидат педагогических наук (1998) Воинское звание — полковник.","Тириэньэрдэрэ судьуйа кэллиэгийэтигэр бырачыас түһэрэн мөккүһэ сатаабыттара эрээри, туһа тахсыбатаҕа. Түмүгэр Ганзоригийн Олимпиада үрүҥ көмүс призера буолбута.",wikimedia,62,12,122,21,160,17,1.967741935483871,1.75,2.5806451612903225,1.4166666666666667,1.3114754098360655,0.8095238095238095
"Tony Yoka (Fr. Tony Yoka, born April 28, 1992)-French amateur boxer, world champion 2015, winner of the European Games of 2015.",Награды,"Тони Йока (фр. Tony Yoka, 1992 сыллаахха муус устар 28 күнүгэр төрөөбүт) — боронсуус любитель-боксуора, 2015 с. аан дойду чөмпүйүөнэ, 2015 с. Дьобуруопа оонньууларын призера.",wikimedia,127,21,7,1,174,25,0.05511811023622047,0.047619047619047616,1.3700787401574803,1.1904761904761905,24.857142857142858,25.0
Biography,"Орден «За заслуги перед Отечеством» IV степени (2014)[9] Орден Почёта (2011) — за заслуги в развитии физической культуры и спорта Орден «Знак Почёта» (1985) Орден Дружбы народов (1989) Медаль ордена «За заслуги перед Отечеством» I степени (2001)[10] Медаль ордена «За заслуги перед Отечеством» II степени (1997)[11] Орден «За заслуги» III степени (Украина, 2012)[12].",Биографията,wikimedia,9,1,367,91,11,1,40.77777777777778,91.0,1.2222222222222223,1.0,0.02997275204359673,0.01098901098901099
Born in 1992 in Paris.,Почётная грамота Президента Российской Федерации (2013)[13],1992 сыллаахха Франция Париж куоратыгар төрөөбүт.,wikimedia,22,5,59,11,49,6,2.6818181818181817,2.2,2.227272727272727,1.2,0.8305084745762712,0.5454545454545454
Sports career,Библиография,Успуорка карьерата,wikimedia,13,2,12,1,18,2,0.9230769230769231,0.5,1.3846153846153846,1.0,1.5,2.0
"In 2010, he became the champion of the Youth Olympic Games in Singapore by winning the final of the New Zealand boxer Joseph Parker, and then the silver medalist of the world championship among juniors.","Является автором и соавтором многих научно-методических работ, в том числе:","2010 сыллаахха Сингапурга ыытыллыбыт Ыччаттар Олимпийскай оонньууларыгар Саҥа Зеландия боксуора Джозеф Паркеры кыайан, чөмпүйүөн аатын сүкпүтэ. Ол кэннэ эмиэ ити сыл Юниордар аан дойдутааҕы чөмпүйэнээттэригэр үрүҥ көмүс призер буолбута.",wikimedia,202,35,75,12,236,29,0.3712871287128713,0.34285714285714286,1.1683168316831682,0.8285714285714286,3.1466666666666665,2.4166666666666665
"In 2012, Tony participated in the Summer Olympic Games in London speaking in heavyweight (over 91 kg), but took only 9th place, losing in the first battle (with a score of 16+: 16) to the Canadian boxer Simon Kino.",Примечания,"2012 сыллаахха Тони Лондоннааҕы Олимпиадаҕа супер-ыарахан ыйааһыҥҥа (91 кг үөһэ) кыттыбыта. Ол гынан баран тута бастакы киирсиитигэр Канада боксуора Саймон Кинҥа 16+:16 ахсаанынан хотторон, 9-с эрэ миэстэ буолбута.",wikimedia,214,39,10,1,214,28,0.04672897196261682,0.02564102564102564,1.0,0.717948717948718,21.4,28.0
"In June 2015, he won the bronze medal of the I-X European Games.","Ганзоригийн Мандахнаран, р.11 мая 1986) — монгольский борец вольного стиля, призёр чемпионатов мира.",2015 с. бэс ыйыгар Дьобуруопа бастакы оонньууларыгар боруонса мэтээлгэ тиксибитэ.,wikimedia,64,13,100,19,81,10,1.5625,1.4615384615384615,1.265625,0.7692307692307693,0.81,0.5263157894736842
And in October 2015 he became the world champion at the World Cup in Doha.,Родился в 1986 году в Зуунмоде.,Эмиэ ол сыл алтынньытыгар Дохаҕа ыытыллыбыт Аан дойду чөмпүйэнээтигэр бастаабыта.,wikimedia,74,15,31,7,81,10,0.4189189189189189,0.4666666666666667,1.0945945945945945,0.6666666666666666,2.6129032258064515,1.4285714285714286
Links,В 2014 году вновь стал бронзовым призёром чемпионата мира.,Сигэлэр,wikimedia,5,1,58,10,7,1,11.6,10.0,1.4,1.0,0.1206896551724138,0.1
"Yoka, Tony","Тони Йока (фр. Tony Yoka, род. 28 апреля 1992 года) — французский боксёр-любитель, чемпион мира 2015 года, призёр Европейских игр 2015 года.",Йока Тони,wikimedia,10,2,140,30,9,2,14.0,15.0,0.9,1.0,0.06428571428571428,0.06666666666666667
