source,target,src_word_len,tgt_word_len,src_char_len,tgt_char_len,char_ratio,word_ratio,dataset
"Новгород кодексын бастакы сирэйэ, 1010 с","The first page of the Novgorod Code, 1010 years",6,10,40,47,1.175,1.6666666666666667,wikimedia
"Новгоро́д кодекса («Новгородская псалтырь», ордук итэҕэмтиэтик ааҕыллар тиэкиһинэн ) — Русь былыргы кинигэ (2000 сылга булуллубута).","The Novgorod Kodex (also the Novgorod Psalter, according to the most reliable readable text) is the oldest book of Rus' (discovered in 2000).",16,30,132,141,1.0681818181818181,1.875,wikimedia
"75, 76 уонна 67 саалым чааһа былыргы славянныы тылынан суруллубут толору тиэкис псалымнаах.",Contains the full text of the psalms 75 and 76 and part of the psalm 67 recorded in the Old Slavonic language.,13,23,91,110,1.2087912087912087,1.7692307692307692,wikimedia
"Түөрт сирэйдээх липовай дуоскаттан турар (церами), стилос көмөтүнэн суруйарга анаан буосканан хахтаммыт.",It consists of linden planes with four pages (cerams) covered with wax for writing with the help of stylos.,12,22,104,107,1.0288461538461537,1.8333333333333333,wikimedia
"Стратиграфическэй, радиоуглероднай уонна палеографическэй көрдөлүүрэнинэн, буоска кодекса XI үйэ маҥнайгы чааһыгар тутталлара, баҕардыы X үйэттэн саҕалаан буолуо, онон Руська саамай былыргы кинигэннэн ааҕыллар күнэ-дьыла 1056-1057 сылларга суруллубута чуолкайдык биллэр Остромирова евангелиятыттан хас да уонунан сыл улахан.","According to the stratigraphic, radiocarbon and paleographic data, the wax code was used in the first quarter of the XI century and, possibly, since the last years of the X century, so that it is several decades older than Ostromirov Gospel, which was considered the most ancient book in Rus' with the precisely established date of writing 1056-1057.",36,66,324,350,1.0802469135802468,1.8333333333333333,wikimedia
новгород кодексын маҥнайгы сирэйин төрүт тиэкиһэ.,Page 1 of the main text of the Novgorod Code.,6,11,49,45,0.9183673469387755,1.8333333333333333,wikimedia
75 саалым саҕаланыыта.,The beginning of the psalm 75,3,6,22,29,1.3181818181818181,2.0,wikimedia
"Дми́трий Бори́сович Ке́дрин (1907 с тохсунньу 22 күнэ, Берестово-Богодуховскай рудник — 1945 с. бала5ан ыйын 18 күнэ, Москуба уобалаһа[1][2]) — нуучча сэбиэскэй поэта, тылбаасчыт.","Dmitry Borisovich Kedrin (January 22 (February 4) 1907, Berestovo-Bogodukhovsky mine-September 18, 1945, Moscow Region) [2] [3]-Russian Soviet poet, translator.",24,33,179,160,0.8938547486033519,1.375,wikimedia
Сүрүн идэтинэн - суруналыыс.,In the main profession - a journalist.,4,8,28,38,1.3571428571428572,2.0,wikimedia
"Кедрин поэзиятын уус-уран дьоҕура, киэҥ диапазоннаахтык сытыы кылгас сатирическай хоһооннортон масштабтаах историческэй поэмаларга дылы суруйуута лирика, эпос, драма ньыматын туһанарын уратыта - монолог уонна диалог көрүҥүнэн суруллубут, оруолунан толоруллар лирика, ырыа, номох фольклор уонна.","The artistic skill of Kedrin’s poetry, which wrote in a wide range from acute epigrams to large -scale historical poems, characterizes the combination of lyricism, epic, original use of dramatization techniques - monologues, dialogues, role -playing lyrics, fairy -tale and song folklore.",34,52,294,288,0.9795918367346939,1.5294117647058822,wikimedia
Кедрины талааннаах норуодунай-поэтическай тылынан айымньы салҕааччыларыттан уонна толкуйдаан таһаарааччыларыттан биирдэстэринэн ааҕаллар.,Kedrin is considered one of the most talented successors and interpreters of Russian oral folk poetic creativity [4].,11,21,137,117,0.8540145985401459,1.9090909090909092,wikimedia
"Гарри Поттер киинэтигэр Гермиона Грейнджер оруолун ооньоон биллибитэ , Дэниел Редклиффтыын уонна Руперт Гринныын бииргэ уһуллубута. Эмма бу оруолу 1999 c.","She gained wide fame thanks to the role of Hermione Granger in Harry Potter films, in which she starred with Daniel Radcliffe and Rupert Grint [2].",21,30,154,147,0.9545454545454546,1.4285714285714286,wikimedia
"9 сааһыгар ылбыт.Бу инньинэ кини оскуола туруоруорууларын кыттыылааҕа.Бу туруорууларга кыттыыта киниэхэ элбэх наҕарааданы аҕалбыт уонна 10 млн элбэх Ол таһынан ""Балетные туфельки"" диэн киинэҕэ уһуллубута.2007 с. тохсунньу ыйга ВВС көстүбүтэ.","Emma received this role in 1999, when she was 9 years old.Prior to that, she took part only in school stage productions [3].Participation in this project brought the actress many awards, as well as more than 10 million pounds [4].",30,49,241,230,0.9543568464730291,1.6333333333333333,wikimedia
"Ону тэҥэ Эмма принцесса Гороршинканы ""Приключения Десперо"" персонаһын саҥалаабыта. 2009 с.","She also took part in the filming of the film ""ballet shoes.""The film was shown on BBC in December 2007.",11,25,90,104,1.1555555555555554,2.272727272727273,wikimedia
Эмманы гиннесс рекордун кинигэтигэр саамай улахан хамнастаах дьахтар актер диэн киллэрбиттэр. 2009 с. үрдүк рангалаах дипломатической представительынан анаабыттара.,"In addition, Emma voiced the princess Goroshka, one of the characters in the animated film “The Adventures of Despero”, whose release took place in 2008 [5].",18,34,164,157,0.9573170731707317,1.8888888888888888,wikimedia
«Чуумпу Дон» — Михаил Шолохов 4 туомнаах роман-эпопея.,“Tikhiy Don” is the epic novel Mikhail Sholokhov in four volumes.,8,14,54,65,1.2037037037037037,1.75,wikimedia
"1—3 томнар 1925 сылтан 1932 сылга диэри суруллубуттара. 1928—1932 сс «Октябрь» сурунаалга бэчээттэнэн тахсыбыта. 4 том 1940 сылга бүтэриллибитэ, «Новый мир» сурунаалга в 1937—1940 сс бэчээттэнэн тахсыбыта[1].","Tom 1-3 written from 1925 to 1932, published in the journal ""October"" in 1928-1932.Volume 4 was completed in 1940, published in the journal ""New World"" in 1937-1940 [1].",27,37,208,169,0.8125,1.3703703703703705,wikimedia
"XX үйэтээҕи нуучча литературатыгар саамай суолталаах айымньыларыттан биирдэстэринэн буолар,Бастакы аан дойдутааҕы сэрии кэмигэр дон хаһаактарын киэҥ олохторун понораматын уруһуйдуур, революция кэминээҕи түбэлтэлэр уонна Россияҕа Граждансай сэрии уруһуйданар.","One of the most significant works of Russian literature of the 20th century, drawing a wide panorama of the life of the Don Cossacks during the First World War, the revolutionary events of 1917 and the Civil War in Russia.",27,43,258,222,0.8604651162790697,1.5925925925925926,wikimedia
"Фердина́нд де Соссю́р Фердинанд де Соссюр Род деятельности: тыл үөрэхтээҕэ Дата рождения: 1857 с. ахсынньы 26 күнэ Место рождения: Женева, Швейцария [1] Страна: Швейцария Дата смерти: 1913 с. олунньу 22 күнэ(1913-02-22)[1][2] (55 саастаах) Место смерти: Вуфлан-ле-Шато[d] Автограф: Фердина́нд де Соссю́р на Викискладе Произведения в Викитеке","Ferdinand de Sossyur Ferdinand de Sossyur of Activities: Language Date of birth: November 26, 1857 (1857-11-26) Place of birth: Geneva, Switzerland [1] Country: Switzerland Date of Death: February 22, 1913 (1913-02-22) [1] (55 years) Place of death: Wuflan-le-chato [D] Autograph: Ferdinand de de de: Ferdinand de de de: FerdinandeSossyur on Wikisklad works in Vikite",45,78,341,367,1.0762463343108504,1.7333333333333334,wikimedia
"Фердина́нд де Соссю́р (фр. Ferdinand de Saussure,1857 с. ахсынньы 26 күнэ , Женева —1913 с. олунньу 22 күнэ) — швейцария тыл үөрэхтээ5э, Женева лингвистическэй оскуолатын саҕалааһыныгар семиология уонна структурнай лингвистика төрүттэрин укпут.","Ferdinand de Sossyur (French Ferdinand de Saussure, November 26, 1857 (18571126), Geneva - February 22, 1913) - Swiss linguist who laid the foundations of semiology and structural linguistics, which stood at the origins of the Geneva linguistic school.",32,48,244,252,1.0327868852459017,1.5,wikimedia
"Фердинанд де Соссюру элбэхтик XX үйэ лингвистика ""аҕатынан"" ааттыыллара уонна кини идеялара улахан суолталаах сабыдыалы ууран, бүтүн XX үйэ гуманитарнай санааларыгар структурализм төрүттэниитигэр көҕүлээбиттэрэ.","The ideas of Ferdinand de Saussure, who is often called the father of linguistics of the 20th century, had a significant impact on the humanitarian thought of the 20th century as a whole, inspiring the birth of structuralism.",24,42,211,225,1.066350710900474,1.75,wikimedia
Ф. де Соссюр сүрүн үлэтэ — «Курс общей лингвистики» (фр. «Cours de linguistique générale»).,The main work of F. de Saussure is “Course of General Linguistics” (French “Cours de Linguistique Générale”).,14,24,91,109,1.1978021978021978,1.7142857142857142,wikimedia
"«Курс общей лингвистики» Соссюр өлбүтүн кэннэ үнүбэрсиэттээҕи лекцияларын матырыйаалларын туһанан Шарль Балли уонна Альберт Сеше көмөтүнэн 1916 сылга тахсыбыта. Балли уонна Сеше сорох өттүнэн хос ааптардарынан ааҕыллыахтарын сөптөр тоҕо диэтэр Соссюр маннык кинигэни таһаарыам дии санаабата уонна бэчээттээччилэринэн тутулугар да ис хоһоонугар да элбэх киллэриллибитэ.(биһиэхэ биллэр Соссюр лекцияларын сурунуутугар сиһилии элбэҕэ суох, баҕар, биллэн турар, кини бииргэ үлэлэһэр дьонун кытта санаатын үллэстэрэ буолуо.","The General Linguistics Course was published posthumously in 1916 Charles Balli and Alber Sedher based on the materials of the university lectures of the Saussure.Balli and wasting can, to some extent, be considered the co-authors of this work, since the Sossyur has no intention of publishing such a book, and much in its composition and content, apparently, was brought by publishers (there are many detailed lectures of the lectures of the poisor in the known abbrees of the lectures, although, of course, he could share ideas in private conversations with colleagues).",63,103,518,572,1.1042471042471043,1.6349206349206349,wikimedia
Кастриоти Доника Төрөөбүтэ: 1428(1428) Өлбүтэ: 1505(1505) Эрэ: Георгий Кастриоти Оһолоро: Уола − Гьон Кастриоти II Кастриоти Доника на Викискладе,Castriti Donika Date of birth: 1428 (1428) Date of death: 1505 (1505) husband: George Castioti Children: Son - Gion Castriti II Castriati Doniki on Wikisklada,19,33,145,158,1.089655172413793,1.736842105263158,wikimedia
"Andronika (Donika) Kastrioti, төрөөбүтүнэн Arianiti-Muzaka; 1428—?) — албаан дворянката, Албания национальнай дьоруойа Скандербег ойоҕо.","Andronika (Donika) Kastrioti, nee Arianiti-muzaka;1428–?) - Albanian noblewoman, wife of the national hero of Albania Scanderbug.",14,25,136,129,0.9485294117647058,1.7857142857142858,wikimedia
Биографията,Biography,1,1,11,9,0.8181818181818182,1.0,wikimedia
1428 сыллаахха Влера куорат таһынааҕы Канина кириэппэскэ Георгий Арианити уонна кини бастакы ойоҕо Мария Музаки дьиэ кэргэннэригэр төрөөбүтэ.,"She was born in 1428 in the Kanin fortress near the city of Vleer in the family of George Arianiti and his first wife, Maria Muzaki.",18,28,141,132,0.9361702127659575,1.5555555555555556,wikimedia
1451 сыллаахха муус устар 21 күнүгэр Георгий Кастриотига (Скандербекка) ойох тахсыбыт.,"Since April 21, 1451 - wife of Prince George Castriat (Scanderbug).",11,15,86,67,0.7790697674418605,1.3636363636363635,wikimedia
"Кинилэр ыал буолбуттарын түмүгэр икки улахан, биллиилээх аймах доҕордуу сыһыаннара бөҕөргөөбүт, ону сэргэ православия таҥаратын дьиэтэ Фиери куораттан аҕыйах биэрэстэлээх сиргэ турар Ardenica Monastery[1] манастыырга дьайар кыаҕа улааппыт.","This marriage strengthened the connections of two famous families and the influence of the Orthodox Church in the Ardenica Monaster monastery [1], which is a few kilometers from the city of Fieri.",28,36,239,196,0.8200836820083682,1.2857142857142858,wikimedia
"Доника бииргэ төрөөбүт балта Ангелина Сербия салайааччыта, өлбүтүн кэннэ Сербиятааҕы православнай таҥара дьиэтигэр сибэтиэйгэ тэҥнэммит Стефан Бранкович ойоҕо этэ.[2]","Donika’s sister - Angelina was married to the Serbian ruler Stefan Brankovich, who, after death, was canonized by the Serbian Orthodox Church. [2]",19,31,166,146,0.8795180722891566,1.631578947368421,wikimedia
"Осман импиэрийэтэ Албанияны сэриилээн ылбытын кэннэ, Кастриотилар Италияҕа көспүттэрэ. Онно тиийэн Неаполитания королевствотыгар дворян титулун ылбыттара.","After the Ottoman Empire won Albania, Castioti moved to Italy, where they gained a noble title in the Kingdom of Neapolitan, also receiving feudal possession and San Pietro in Galatin and the Saleto community in the lechch province.",16,42,154,232,1.5064935064935066,2.625,wikimedia
"Ону сэргэ кинилэргэ Галатинатааҕы Сан-Пьетроҕа феодаллыы сир, оттон Лечче провинция Солетотугар -- община биэрбиттэрэ. Кинилэр суос-соҕотох уоллара Гьон Кастриоти II Лазар Бранкович диэн Серб деспотиятын салайааччытын кыыһын Ирен Бранкович Палеологу ойох ылбыта.","Their only son Gion Castioti II was married to Irene Brankovich Paleolog, daughter of Lazar Brankovich, the ruler of the Serbian despotism.",32,25,262,139,0.5305343511450382,0.78125,wikimedia
Доника Кастриоти 1505 сыллаахха (сорох чахчыларынан 1506 сыллаахха) Испанияҕа өлбүтэ.,She died in 1505 (according to other sources in 1506) in Spain.,10,15,85,63,0.7411764705882353,1.5,wikimedia
Билигин Албания хас да куоратыгар кини аатын сүгэр уулуссалар бааллар.,Her name is bear streets in some cities of Albania.,10,11,70,51,0.7285714285714285,1.1,wikimedia
Бэлиэтээһиннэр,Notes,1,1,14,5,0.35714285714285715,1.0,wikimedia
Сигэлэр,Links,1,1,7,5,0.7142857142857143,1.0,wikimedia
Ииктээх иһит,A jar of urine,2,4,12,14,1.1666666666666667,2.0,wikimedia
"Иик (лат. urina) — киһи, кыыл-сүөл бүөрүн көмөтүнэн таһаарар убаҕаһа, экскремен көрүҥэ[1].","Urina (lat. Urina) - a type of excrement [1], a product of the life of animals and humans distinguished by the kidneys.",12,29,90,119,1.3222222222222222,2.4166666666666665,wikimedia
"Иик киһи-сүөһү бүөрүгэр хаан фильтырданарын, этигэр-сиинигэр баар уута мустарын уонна секреция түмүгэр үөскүүр. Бүөргэ үөскээбит иик анал ханаал устун хабахха киирэр. Ол кэннэ эмиэ анал тымырдарынан таһырдьа тахсар. затем она стекает по мочеточникам в мочевой пузырь.","In the kidneys, as a result of blood filtering, reabsorption and secretion, urine forms, then it flows through the ureters in the bladder.",36,28,267,138,0.5168539325842697,0.7777777777777778,wikimedia
Иик,Urine,1,1,3,5,1.6666666666666667,1.0,wikimedia
"Бэйэ бэлиэлэринэн солбуйуу тыл үөрэҕэр - тыл дорҕооннорун (фонема, аллофон, дорҕоон) анал бэлиэлэринэн (фонетическэй алфавитынан) чопчу көрдөрөн туран сурукка суруйуу.","Transcription in linguistics - transmission on a letter by one or another set of written signs (phonetic alphabet) elements of sounding speech (phonem, allon, sounds).",20,32,167,167,1.0,1.6,wikimedia
Лингвистика түөрүйэтигэр уонна быраактыкатыгар солбук араастык туттуллар.,"In linguistic theory and practice, transcription has a variety of applications.",7,13,73,79,1.082191780821918,1.8571428571428572,wikimedia
Ааҕааччы төрүт тылыгар сахатытан бэйэ бэлиэлэринэн солбуйуу иһиллиитэ,Transcription of the sound of a native language for the reader of the language,8,14,69,78,1.1304347826086956,1.75,wikimedia
"Бэйэ бэлиэлэринэн солбуйуу ханнык эмэ алфавиттан ылыллыбыт эмиэ оннук тыллаах бөлөх саҥатыттан (бу алфавитынан туттар этнос, субэтнос, ханнык-эмэ уобалас эбэтэр сэлиэнньэ олохтоохторо) анал бэлиэлэринэн тириэрдиэн сөп, атыннык эттэххэ тылы туттааччыга биитэр кини көрүҥүгэр (түөлбэ тылга, идиолектка) төрөөбүт тылын иһиллиитин сурунуу .","Transcription can transmit with signs taken from any alphabet, pronunciation in the language of members of the same language community (ethnic group, sub-ethnic group, residents of a region or settlement) that uses this alphabet, that is, to record the sound of a native language or its version (dialect, idilex).",41,60,336,313,0.9315476190476191,1.4634146341463414,wikimedia
"Ол курдук кириллица нууччалыы көрүҥэ (сороҕор ордук чуолкайдык тыаһы тириэрдэр сыаллаах элбэхтиктик көрүҥүгэр уларытыллыбыт) нуучча тылын учебниктарыгар, тыл үөрэҕэр (нууччалыы матырыйаалга олоҕуран), нуучча тылын тылдьыттарыгар ордук туттуллар.","So the Russian version of the Cyrillic alphabet (sometimes somewhat modified in order to more accurately transmit sound) is used in Russian textbooks of the Russian language, linguistics (on Russian material), dictionaries of the Russian language.",27,43,245,247,1.0081632653061225,1.5925925925925926,wikimedia
"Маннык суруйуу көмөтүнэн ааҕааччылары сөптөөхтүк саҥарыы уопсай быраабылаларын (литературнай саҥа нуорматын) кытта билиһиннэрэллэр, маны тэҥэ иһитиннэрии уратыларын кытта 1) туспа тыллары, тыл ситимнэрин, буукуба,дор5оон дьүөрэлэһиилэрин 2) территория олохтоохторун, төрөөбүт тыл уонна/эбэтэр түөлбэ тылы, сааһынан уо.д.а..[1]","With the help of such a record of readers, they introduce both to the general pronunciation rules (literary pronunciation norm) and with the features of pronunciation, characteristic of 1) individual words, phrases, letter combinations and combinations of sounds, 2) of certain groups of the population allocated about the territory of residence, native language and/or dialect, age, etc. [1]",35,73,326,392,1.2024539877300613,2.085714285714286,wikimedia
"Атын тылынан саҥарааччыларга (туох ханнык иннинэ алфавитно-фонетическай систиэмэ суругунан) маны таһынан саҥарыыны кытта билсиһэллэригэр табыгастаах, төрүт тылларын бэлиэлэрин көмөтүнэн суруллуутунан, Великобритания уонна США үөрэнээччилэрин уонна устудьуоннарын англискай тылынан суруллубут үөрэх тылдьытыгар солбук үксүгэр латыын (английскай) тупсарыллыбыт алфавитын көмөтүнэн, эбии устуруока үрдүнээҕи уонна уструока аннынааҕы охсуу уонна аһаҕас дорҕоон уһаабыт бэлиэлэринэн бэриллэр. [2].","For native speakers of other languages ​​(primarily with alphabetical-phonetic systems of writing) it is also more convenient to get acquainted with the pronunciation recorded using signs of their native languages, and in the study dictionaries of the English language for schoolchildren and students in the UK and the United States, transcription is often given with the help of a modified Latin (English) alphabet, supplemented by superstructure and substitutional signsLonguats of vowels [2].",52,83,492,495,1.0060975609756098,1.5961538461538463,wikimedia
Тыл үөрэхтээхтэринэн элбэх солбук арааһа бэлиэтэнэр.,Languages ​​are distinguished by several varieties of transcription.,6,9,52,68,1.3076923076923077,1.5,wikimedia
"Төрүт өйдөбүлү араарар бэлиэлээх саҥарыы ураты суолтата, дорҕооннору утарыта туруортаан көрүүнү фонематическэй солбук холобурдуур.","The main meaningful pronunciation features, expressed by contrasts of phonemes, leads a phonemic transcription.",14,17,130,111,0.8538461538461538,1.2142857142857142,wikimedia
"Кини муҥутуур аҕыйах дорҕоон хомуурун дорҕоон холбоһугунан араарар бэлиэлээх, оннук нуучча тылтан пал [пал] уонна пол [пол], пат [пат] уонна падь [пат'] (бүтэһигэ - бүтэйдиҥи уонна бүтэһик дорҕоон сымнатыллан көрдөрүллэр) эбэтэр араастаан булочная диэн тылы саҥарыы [чн] уонна [шн].","It allows you to distinguish between such sound complexes that differ in the minimum set of sound features, like Russian words fell [Pal] and Paul [Paul], Pat [Pat] and Pad [Pat '] (the latter - with the stunning and designation of the softness of the final consonant) or different pronunciation of the word bakery with [chn] or [shn].In weak positions, phonemic transcription takes into account the removal of the contrasts of phonemes that is happening in them.For paired rejuvenation-grindness of the Russian consonants, this is a position in the absolute end of the word: so the child and chat sound the same in the form of a nominative case and their transcription will coincide, taking the form [chat].",39,142,282,708,2.5106382978723403,3.641025641025641,wikimedia
Ньиргиэрдээх-ньиргиэрэ суох пааралаах нуучча бүтэй дорҕоонноругар бу быһыы букатын тыл бүтэһигэр: маннык чад уонна чат атыылыы төрүт түһүккэ турар уонна кини солбуга [чат] көрүҥү ылынан сөп түбэһэр буолар.,"The unstressed closed (upper lift) vowel, formed on the revenge of spelling and e, after soft consonants, is designated as [b].For a more subtle transmission of the characteristics of certain regional, chronological or other pronunciation options, phonetic transcription is used.It more accurately reflects the processes of interaction between sounds in the speech stream - quantitative and qualitative reduction, accommodation of vowels and consonants to each other (for example, nasalization and labialization), partial or complete assimilation of sounds at the place and method of their formation.",28,101,205,600,2.926829268292683,3.607142857142857,wikimedia
"М., Просвещение, 1968. ↑ Merriam-Webster Online Dictionary. ↑ Гиляревский Р.С., Старостин Б.А. Иностранные имена и названия в русском тексте: Справочник.","M., Enlightenment, 1968. ↑ Merriam-Webster Online Dictionary.↑ Gilyarevsky R. S., Starostin B. A. Foreign names and names in the Russian text: reference.",20,28,153,153,1.0,1.4,wikimedia
"Изд-во: М.: Высшая школа, 1985 г. ↑ Пара слов о транскрипторе. ↑ История создания неймов — Look At Me — Посты — поток «Реклама»","Publishing House: M.: Higher School, 1985 ↑ A couple of words about the transcriptor.↑ history of the creation of neumes - look at me - posts - stream ""Advertising""",24,34,127,164,1.2913385826771653,1.4166666666666667,wikimedia
Бэйэ бэлиэлэринэн солбуйуу (лингвистика),Transcription (linguistics),4,4,40,27,0.675,1.0,wikimedia
Тус олоҕо,Personal life,2,2,9,13,1.4444444444444444,1.0,wikimedia
Усэйн Болт билигин Кингстоҥҥа олорор.,Currently lives in Kingston.,5,5,37,28,0.7567567567567568,1.0,wikimedia
Вест-Индия университет чэпчэки алтеликаҕа стадионугар дьарыктанар.,He trains at the athletics stadium of the University of West India.,6,13,66,67,1.0151515151515151,2.1666666666666665,wikimedia
2011 сыллаахха Лубице Куцерова диэн словак модельер дьахтарын кытта доҕордоһо сылдьыбыта.,"Since the end of 2011, he met with the Slovak fashion designer Lubitsa Kutserova.",11,16,89,81,0.9101123595505618,1.4545454545454546,wikimedia
Ол эрээри 2012 сыллаахха эйэнэн арахсыбаттара[120].,They parted by mutual agreement in May 2012 [120].,6,12,51,50,0.9803921568627451,2.0,wikimedia
Лондоннааҕы Олимпиада кэмигэр Дартфорд куорат олохтооҕо Меган Эдвардс диэн Британия спортсменын кытары билсэ сылдьыбыта.,"On the eve of the Olympics in London, I met the British athlete Megan Edwards living in Dartford.",14,20,120,97,0.8083333333333333,1.4285714285714286,wikimedia
Ол эрээри сыһыаннара уһаабатаҕа -- 2012 сыллаахха эмиэ арахсыбыттара[121].,"The girl worked at the presentation of a new sports uniform for the Olympic team of Jamaica.At the end of 2012, they broke up [121].",9,29,74,132,1.7837837837837838,3.2222222222222223,wikimedia
Усэйн Болт аан дойду биир саамай улахан хамнастаах спортсмена.,Usain Bolt is one of the highest paid athletes in the world.,9,13,62,60,0.967741935483871,1.4444444444444444,wikimedia
"2012 с. Forbes сурунаал эриэйтинигэр Болт 63-с миэстэҕэ сылдьара. Дохуота 20,3 АХШ дуолларыгар тэҥнэспитэ.","According to Forbes magazine in 2012, he took 63rd place and earned 20.3 million US dollars, of which 20 million are advertising and sponsorship contracts [122].",14,31,106,161,1.5188679245283019,2.2142857142857144,wikimedia
Онтон 20 мөлүйүөнэ аҥаардас эрэкилээмэ уонна успуонсар харчыта этэ[122].,"In 2013, he was on the 40th line of the rating with 24.2 million dollars, of which only 200 thousand prizes [123].",9,27,72,114,1.5833333333333333,3.0,wikimedia
2013 сыллаахха эмиэ ол эрийэтиҥҥэ 40-с миэстэҕэ тахсыбыта.,"In the current ranking for 2014, it is in 45th place, earned 23.2 million dollars.",8,18,58,82,1.4137931034482758,2.25,wikimedia
В 2011 сыллаахха Усэйн Болт Кингстон куоракка «Tracks & Records» диэн эрэстэрээн аһыммыта[125].,"In 2011, he opened his own restaurant called ""Tracks & Records"" in Kingston [125].",13,20,95,82,0.8631578947368421,1.5384615384615385,wikimedia
"Усэйн Сент-Лео Болт (аанг. Usain St. Leo Bolt; атырдьах ыйын 21 к. 1986 с., Шервуд-Контент, Трелони уокурук, Ямайка) — Ямайка чэпчэки атлетикаҕа спортсмена, кылгас кэрчиктээх сүүрүүгэ идэтийэр, Олимпиада алта, аан дойду 11 төгүллээх чөмпүйүөнэ.","Usain St. Leo Bolt [2] [3] (English USain St. Leo Bolt; born August 21, 1986, Sherwood Contain, Trelaloni district, Jamaica)-Yamaisky athletes, specializes in short distances, six-time Olympic champion and 11-time world champion (record in the history of these competitions).",34,56,244,275,1.1270491803278688,1.6470588235294117,wikimedia
Кылгас дистанцияҕа сүүрүүгэ аан дойду 8 рекордун олохтообут.,"During the performances, he set 8 world records.",8,10,60,48,0.8,1.25,wikimedia
"Ол иһигэр 100 миэтэрэҕэ — 9,58 сөк.; 200 м — 19,19 сөк., ону сэргэ Ямайка сүүмэрдэммит хамаандатын састаабыгар сылдьан 4×100 м. эстэпиэтэҕэ — 36,84 сөк..","The holder of world records in running 100 - 9.58;and 200 meters - 19.19, as well as in the relay of 4 × 100 meters as part of the Jamaica team - 36.84.",25,37,153,152,0.9934640522875817,1.48,wikimedia
100 уонна 200 миэтэрэҕэ сүүрүүгэ икки Олимпиада тухары бастаабыт суос-соҕотох уонна бастакы спортсмен (Пекин 2008 уонна Лондон 2012).,He is the first athlete who managed to win sprint distances of 100 and 200 meters at two consecutive Olympiads (Beijing 2008 and London 2012).,18,28,133,142,1.0676691729323309,1.5555555555555556,wikimedia
Ямайка саамай элбэх Олимпиада мэтээллээх спортсмена.,The holder of the largest number of golden Olympic awards in the history of Sports Yamaiki.,6,17,52,91,1.75,2.8333333333333335,wikimedia
"Аан дойдуга Олимпиадатааҕы чэпчэки атлетика күрэхтэһиитигэр саамай элбэх көмүс мэтээли ылбыт 4-үс нүөмэрдээх спортсмен. Киниттэн элбэх мэтээллээхтэр - Пааво Нурми, Карлу Льюису уонна Рею Юри[4].","Currently, it takes 4th place in the number of gold medals won at the Olympic Games among athletes, second only to Paavo Nurmy, Karl Lewis and Ray Yuri [4].",25,35,194,156,0.8041237113402062,1.4,wikimedia
Киһи аймах устуоруйатыгар аан дойду чөмпүйэнээтин 11 көмүс мэтээлин ылбыт соҕотох киһи.,The first person in history to win 11 gold awards at the world championships.,12,15,87,77,0.8850574712643678,1.25,wikimedia
Ямайка Дьоһуннаах буолуу (2008) уонна Ямайка уордьаннар кавалердара (2009)[5].,The commander of the Yamaisky Order of Dignity (2008) [5] and the cavalier of the Yamaiki Order (2009) [5].,9,28,78,107,1.3717948717948718,3.111111111111111,wikimedia
"Олус түргэнник сүүрэрин иһин ""Чаҕылҕан"" диэн хос ааттаммыт (англ. Lightning Bolt)[6].","For the name and high speed of the run, the nickname ""Lightning"" was received by the nickname (English) [6].",11,27,85,108,1.2705882352941176,2.4545454545454546,wikimedia
Биографията,Biography,1,1,11,9,0.8181818181818182,1.0,wikimedia
Төрөөбүт тыл — ямайскатааҕы креол тыла[7].,The athlete’s native language is the Yamaisky Creole [7].,6,14,42,57,1.3571428571428572,2.3333333333333335,wikimedia
Усэйн Болт Ямайка Трелони уобалаһын Шерфуд-Контент диэн кыра дэриэбинэтигэр Дженнифер уонна Уэлсли Болттар дьиэ кэргэннэригэр төрөөбүтэ.,"The future athlete was born in a small village of Sherwood Content, in the region of Trela ​​in the north of Jamaica, in the family of Jennifer Bolt and Father Wellley Bolt, the owner of a grocery store.",16,42,136,203,1.4926470588235294,2.625,wikimedia
"Аҕата дьоҕус маҕаһыыннааҕа. Усэйн Садики диэн бииргэ төрөөбүт бырааттаах, Шерин диэн эдьиийдээх (аҕатын бастакы ойоҕуттан кыыһа)[9].","Usain also has a younger brother of Sadiki and the older sister of Sharin from the first marriage of Welley Bolt [9].As a child, he was a very active child.",16,35,132,156,1.1818181818181819,2.1875,wikimedia
Крикети сөбүлээн оонньуур эбит[10].,Parents gave the future athlete to the primary school Valdensia.,4,11,35,64,1.8285714285714285,2.75,wikimedia
Төрөппүттэрэ кинини Вальденсия алын сүһүөх оскуолатыгар үөрэттэрэ биэрбиттэр.,"The head of the school Valdensia Mamra Flash recalls: “The Usain Bolt was a well -educated, energetic and cheerful boy.",8,24,77,119,1.5454545454545454,3.0,wikimedia
Оскуолаҕа киирэн баран Усэйн чэпчэки атлетиканан утумнаахтык дьарыктанан барар. Ол гынан баран крикетин ордорор эбит.,"He showed special talent in the study of English and mathematics, but nevertheless he was sometimes distracted and played during the lessons ”[11].",15,28,117,147,1.2564102564102564,1.8666666666666667,wikimedia
"1998 с. алын сүһүөх оскуоланы бүтэрэн баран, уол Ульям Нибба аатынан орто оскуолаҕа киирэр[12].","At the same time, Usain begins to engage in athletics, although there was a cricket since his favorite sport since childhood.",14,24,95,125,1.3157894736842106,1.7142857142857142,wikimedia
